Game,0
730,236958
359550,185368
105600,170713
271590,126741
252490,124213
4000,114271
252950,82183
413150,71766
381210,58099
346110,57696
292030,56252
431960,53748
578080,44307
632360,43966
550,43851
960090,43816
242760,37122
620,34307
548430,33191
264710,32676
582010,32455
648800,30792
218620,30697
22380,30548
275850,29260
377160,27895
374320,27616
489830,27429
427520,27351
322170,26809
367520,26432
227300,26241
289070,25386
508440,24933
251570,24775
284160,24761
394360,24685
294100,24682
107410,24023
391540,23783
379720,23600
435150,23292
424370,22300
362890,21863
250900,21626
221100,21038
594570,20669
393380,20508
387990,19636
306130,18808
322330,18601
620980,18494
812140,17864
552520,17657
270880,17576
281990,17257
594650,17107
239140,16889
49520,16881
674940,16091
646570,15623
581320,15370
311210,15215
433340,14825
814380,14611
359320,14483
220200,14404
400,14135
220,14016
518790,13807
244850,13246
848450,12695
613100,12374
636480,11949
361420,11848
262060,11733
376210,11645
72850,11423
39210,11405
555160,11366
8930,10955
883710,10884
457140,10855
70,10769
629730,10728
552500,10573
524220,10380
286160,10293
233860,9962
268500,9889
236850,9759
787860,9704
268910,9696
387290,9690
211820,9597
638970,9536
48700,9499
304390,9436
582660,9373
379430,9098
504230,9037
470220,8852
477160,8845
383980,8756
573090,8746
431240,8721
311690,8684
824270,8598
225540,8595
334230,8594
10090,8411
219990,8311
240720,8295
323190,8178
17390,8106
648350,8033
645630,7999
588650,7936
440900,7889
22330,7546
3590,7508
356190,7421
240,7343
203160,7223
582160,7218
32470,7187
418460,7158
253230,7036
815370,7030
232090,6988
570940,6946
621060,6910
962730,6898
513710,6892
287700,6891
646910,6843
493340,6822
389730,6822
204360,6768
678950,6765
391220,6713
221380,6704
750920,6654
8870,6563
319630,6536
233450,6533
683320,6453
244210,6445
383870,6442
6060,6423
335300,6282
231430,6238
20900,6232
823130,6221
12120,6176
214950,6138
246620,6042
635260,5999
212680,5986
413410,5984
214490,5928
601150,5901
305620,5893
460950,5883
552100,5829
205100,5790
10,5742
409710,5694
242050,5690
208650,5688
220240,5654
223470,5610
239030,5564
863550,5443
604240,5415
880940,5332
307690,5248
589290,5140
424840,5038
466560,5007
32370,4956
516750,4955
460930,4936
690790,4914
339800,4838
413420,4817
326460,4759
450540,4748
418370,4739
438740,4728
414340,4716
447040,4695
640820,4656
108600,4636
346010,4596
228380,4592
939960,4542
47890,4506
219150,4493
20920,4487
383120,4464
32440,4449
967050,4423
208580,4325
633230,4264
736220,4187
794260,4118
286690,4111
704270,4105
528230,4092
319510,4082
637650,4081
637090,4068
244450,4018
751780,4003
234140,3973
480490,3970
349040,3949
420290,3929
653530,3884
314160,3882
289650,3858
834910,3818
4700,3793
519860,3787
420530,3754
298110,3752
569480,3746
285900,3720
285920,3656
242920,3588
22370,3581
644930,3575
858810,3542
238320,3524
310950,3517
105450,3502
222880,3469
266840,3455
22320,3439
337000,3395
230290,3389
1046030,3371
666140,3365
567640,3359
403640,3350
535930,3344
213670,3341
282140,3324
612880,3323
500,3313
55230,3311
203770,3281
599140,3273
532210,3270
35140,3270
367500,3263
322500,3254
312660,3248
17410,3216
420,3187
274170,3178
502500,3173
774861,3162
805550,3158
287390,3152
200260,3142
605740,3114
690040,3110
531510,3098
238460,3079
201810,3073
454650,3063
657200,3046
269950,3035
39140,3009
365360,3007
265930,3004
728880,2989
221910,2987
337320,2944
2280,2923
427730,2916
641990,2880
386940,2878
304430,2878
505460,2853
204100,2852
675010,2842
527230,2808
71340,2799
47810,2791
585420,2767
239820,2748
736260,2748
562810,2737
206420,2708
492720,2684
571740,2681
743450,2669
261640,2661
213610,2661
380,2654
673880,2652
42700,2646
488790,2638
460920,2614
371660,2614
517630,2581
238010,2576
33230,2560
200510,2535
464920,2534
17470,2527
554620,2495
221680,2494
690830,2492
235460,2484
274190,2483
418240,2474
584400,2463
394690,2455
50,2449
242860,2431
424030,2429
245170,2411
268650,2410
325610,2410
447530,2409
409720,2407
445220,2385
10180,2380
312530,2377
209000,2366
481510,2342
496240,2336
501300,2328
282070,2316
392160,2307
293760,2290
392110,2290
644560,2286
816020,2268
365590,2255
288160,2247
42960,2246
433850,2237
362490,2236
362930,2231
527430,2228
590380,2220
485510,2215
704850,2209
12110,2209
302510,2208
10500,2204
434570,2192
560130,2181
427290,2178
622650,2175
21690,2159
200710,2157
110800,2140
834530,2101
603850,2094
4760,2087
4500,2082
397950,2077
429050,2059
378860,2058
360430,2043
787480,2038
17460,2025
24010,1993
6000,1984
335670,1970
373420,1967
509980,1953
364360,1950
34030,1939
291650,1937
108710,1934
382310,1902
302670,1899
858210,1895
367450,1894
8190,1894
6910,1894
512900,1878
368500,1875
681280,1874
332570,1870
914620,1867
418030,1865
228280,1860
597220,1856
598980,1852
729040,1849
333600,1835
463530,1820
38400,1817
359870,1807
130,1789
9450,1782
428690,1774
221040,1768
304240,1751
742120,1747
274520,1737
414700,1731
47780,1729
246900,1727
451340,1720
19900,1715
425580,1711
597170,1690
667970,1686
306020,1685
332800,1684
476600,1679
738520,1675
578620,1674
24960,1672
113200,1665
242680,1660
206440,1650
280,1636
333640,1634
50130,1627
203140,1624
57300,1624
274940,1623
269210,1622
237930,1621
816090,1605
50300,1600
6020,1593
475150,1589
386070,1583
243470,1582
107100,1579
814540,1568
320240,1565
712100,1564
16900,1560
287450,1557
24980,1555
288470,1550
15100,1549
410900,1544
2600,1543
38410,1538
445980,1528
732430,1507
282800,1506
307780,1506
368340,1504
250320,1504
460790,1495
611670,1494
440,1493
402710,1487
434170,1478
263280,1477
250760,1470
274500,1467
207140,1465
456750,1463
784150,1460
611790,1453
40970,1451
7940,1451
616560,1444
617830,1439
399810,1435
210970,1432
247080,1421
701160,1411
297000,1409
251060,1402
704450,1402
813630,1386
847370,1383
541570,1382
594330,1381
41700,1378
506610,1375
573100,1373
307960,1373
423230,1370
233270,1369
760060,1369
677120,1363
350080,1353
609320,1343
228200,1340
311560,1338
303210,1337
719890,1335
202970,1329
48000,1328
474960,1326
348550,1325
299740,1319
503560,1316
606150,1315
421020,1313
298630,1306
55150,1304
366090,1300
383150,1299
731490,1293
973760,1288
324800,1287
673610,1279
673950,1279
321360,1276
489630,1275
341800,1272
48190,1271
219640,1267
397340,1263
626690,1259
292120,1256
375480,1254
311310,1249
447820,1247
244160,1244
10680,1243
499520,1239
537800,1232
2300,1229
310560,1222
253430,1222
12100,1221
843380,1221
951440,1216
236690,1216
699170,1214
447020,1211
521890,1203
17300,1201
352720,1199
12140,1194
313120,1189
248820,1187
102500,1177
800270,1172
341940,1171
385800,1170
688130,1168
283640,1166
204880,1165
80,1160
715560,1152
601430,1150
22300,1150
589360,1149
627270,1149
289130,1147
384190,1146
410340,1144
239160,1144
544750,1144
333950,1143
851100,1142
702670,1141
342180,1141
453090,1133
470310,1132
502520,1131
362620,1128
415200,1123
253250,1122
595520,1121
673130,1119
977950,1114
9420,1106
589590,1101
268130,1101
300,1096
613830,1093
285310,1092
877200,1092
285190,1091
32510,1089
790740,1087
377840,1086
568220,1084
493490,1082
2310,1078
773951,1072
361280,1067
312520,1061
518150,1057
362680,1053
530070,1050
368070,1049
429660,1044
553310,1041
718670,1039
65800,1032
1250,1031
562860,1026
459220,1026
251150,1025
853770,1022
328080,1022
17480,1022
396750,1019
219890,1017
598060,1017
35450,1017
493900,1009
268050,1008
4580,1007
250520,1006
4570,1005
520440,1001
665360,999
614570,998
12200,996
290340,994
21090,988
535230,988
718560,983
47870,983
403190,983
362960,982
235600,981
351920,971
397740,965
252610,964
764790,961
601050,960
893180,960
225080,960
461430,959
501590,948
572890,947
394510,946
3480,939
350640,938
221640,938
619150,938
40100,937
6860,937
688420,934
498240,934
365960,928
24780,925
108200,924
555950,919
280160,916
65980,915
236430,913
674020,903
287290,898
412830,894
477740,893
32430,888
462770,882
868360,882
300380,879
464060,876
606280,876
218680,875
274920,872
552620,872
588030,871
24720,867
237990,862
633460,860
494150,859
298050,855
503940,852
340,849
365450,848
201870,846
3920,845
205950,845
24790,844
557600,840
428660,834
249130,833
3910,832
753420,829
327030,828
422970,828
544550,828
208200,827
606800,827
574980,827
473690,825
17430,825
388880,825
440650,821
893680,818
840800,815
238090,813
249050,810
587620,808
287980,808
311340,804
409590,803
281610,803
363890,802
9480,799
994280,799
388090,797
559650,793
878750,792
592260,790
448280,787
675260,783
374040,781
388410,780
911400,777
41070,774
278360,770
232890,766
2630,764
411300,761
448510,760
406150,759
538680,757
848350,755
2100,755
3830,749
25000,742
360740,742
342560,739
323850,737
241600,734
523660,731
332310,730
591460,728
522470,727
20510,726
420110,725
13520,721
963710,720
462780,715
247000,715
12150,713
695290,710
20,710
541210,710
320,709
233720,709
21000,708
21130,705
435400,704
329430,701
546050,700
42910,697
426000,696
339340,695
617670,694
860950,694
270150,692
647830,692
432350,687
641780,687
337340,686
108800,685
654880,683
460810,681
221260,681
801630,680
491950,679
217200,678
496300,678
955900,676
844590,676
555150,674
265550,673
360940,672
250260,671
368370,670
206190,666
233290,666
469820,664
354140,664
583950,663
246840,661
226860,657
15620,656
942970,654
223100,653
40950,648
301640,648
265300,646
595690,646
234650,646
335620,645
4920,645
10150,642
758990,642
248860,642
593600,638
285330,638
393420,637
582550,637
220440,637
311290,635
815780,634
307110,631
294860,631
238210,629
446020,629
489940,627
8500,625
686200,625
611660,623
593280,621
252870,620
292730,620
434050,620
378540,619
13570,618
558990,615
529180,615
577940,614
596970,610
280220,606
2990,606
356500,605
201790,604
300550,604
304650,603
963930,602
677160,601
523780,601
980300,598
242640,597
248390,596
637100,596
863590,595
586140,595
329050,595
559210,595
488310,594
204340,594
40700,594
427190,592
840010,591
610180,591
263760,590
276810,589
282440,589
515180,588
287630,587
312670,586
264200,586
568090,583
327070,580
504370,579
579180,579
91700,578
35700,578
634160,577
204030,577
589780,576
438640,575
600480,575
48240,575
224480,572
39150,572
246420,571
245620,571
34870,570
544610,569
357190,569
227860,569
671510,568
966330,568
17450,568
723390,566
233610,564
78000,563
602520,563
232430,563
282900,562
631510,562
8800,561
393080,561
607050,560
899440,560
794800,558
226840,555
346940,553
712730,552
378610,550
236090,550
15120,548
790820,548
320300,547
40990,546
774461,545
230190,537
598330,534
564230,532
433530,531
644390,531
342940,529
231200,529
233130,529
405640,526
391720,524
581630,521
841370,516
394970,516
248610,516
225260,516
293780,515
115320,515
853550,514
466300,514
469600,513
846470,512
291860,511
410320,511
371970,510
33930,510
446800,510
620590,510
239200,508
868520,508
368360,507
70400,507
483980,506
383840,506
24810,505
691690,505
2320,504
35720,504
2620,502
829110,502
449960,502
512790,501
32500,500
224760,499
497180,499
992300,499
280680,498
611500,497
200900,496
245470,494
872790,491
403120,491
382900,491
396900,490
428550,490
3720,490
332200,488
32360,487
558420,486
656240,485
241260,485
468920,484
393520,483
682130,482
333420,481
672630,481
527100,480
774201,478
639790,477
530320,476
451020,473
330830,473
8000,473
535480,472
311260,472
555220,471
331870,469
57900,468
495140,468
368230,466
70300,463
45760,462
316790,462
658850,462
352400,460
269190,459
523650,459
748490,459
6030,458
24740,458
487120,458
599080,457
725480,455
298610,454
541300,452
587220,452
405710,451
252530,451
48720,451
237630,450
211600,450
228300,449
298030,449
238370,448
324080,446
754150,445
722060,444
926140,443
803600,442
323220,442
475550,441
28000,440
251290,438
344760,436
274900,436
606500,436
624270,434
447150,433
577690,432
238430,432
860890,431
550010,429
311240,428
896160,425
507010,424
838310,422
398850,421
304410,421
578330,421
321960,420
367580,420
213330,420
375910,419
667720,419
222480,419
372360,418
57690,418
647960,416
373390,415
1032430,415
389140,414
290300,414
759740,414
603960,411
321800,410
252330,409
243970,409
514900,409
683900,409
24240,408
530890,407
397460,407
817130,407
641960,407
24840,407
239120,407
356400,406
384300,404
368620,403
809140,403
829590,402
306760,402
292140,402
564530,401
319910,401
312750,401
671440,401
495890,400
569860,399
920690,399
34900,399
963000,398
400940,398
418340,397
443810,397
456670,397
574560,395
559100,395
235800,394
39190,393
334940,393
234270,392
7000,391
224960,391
720250,389
45740,389
591370,389
356570,389
4720,388
218640,387
496460,387
876650,386
1520,386
702890,386
16450,386
322110,385
736190,382
42670,382
870200,382
232910,381
383180,381
265890,381
41000,381
600990,380
329130,379
278080,379
315660,378
405310,378
987020,378
322780,377
738540,377
598810,377
21100,377
8140,377
301910,374
400910,374
338170,373
250340,373
329440,372
423580,371
310080,371
641080,371
480650,371
405900,369
865540,369
834740,368
336140,368
41500,367
355790,366
384110,365
458710,365
519190,364
104900,363
437920,360
359050,360
234670,359
67370,358
13560,358
808910,357
354240,357
343860,356
659540,356
607890,355
269770,355
214340,355
60,354
3900,354
313340,353
684410,353
376870,352
471550,352
234630,351
268750,351
661790,351
587430,351
571310,350
251110,350
525480,350
623940,350
373930,349
230270,347
809020,347
15210,347
26800,346
730820,346
513510,345
320040,345
65540,345
611160,344
508900,343
504210,343
94400,343
816340,342
352520,342
406290,342
406350,340
615120,339
2200,339
417290,338
441870,337
737800,336
39510,336
241560,336
486310,335
209100,334
13600,334
6880,334
758370,333
71230,333
884260,332
242700,332
1004240,331
804490,329
313690,329
742300,329
394310,327
252110,326
222940,325
582270,324
356040,323
543460,323
896890,323
360,323
404680,322
356650,322
18500,322
30,321
595280,321
757480,321
235540,321
473770,321
202750,319
40300,318
7760,318
517710,318
290080,317
406550,317
345260,316
518060,316
606230,316
223830,316
70000,316
39500,316
474750,315
225160,315
758870,315
7600,313
252690,312
222440,312
204300,311
511470,311
366240,311
363440,311
518030,311
250620,311
363930,309
420000,309
351970,308
611760,307
296490,307
2270,307
3330,307
507490,307
401680,307
405820,307
47790,306
47700,305
501080,305
583470,305
427100,305
331600,303
743640,303
281640,302
629910,302
227000,302
469610,301
207490,301
512250,301
831980,301
200170,300
485460,300
838380,300
275100,299
359390,299
616110,298
598700,298
632300,296
230070,296
12130,296
251730,296
698640,295
15320,295
435530,295
897030,294
490920,294
825630,294
370910,294
11450,293
520720,292
572410,291
25890,291
271240,290
32330,290
484900,290
363680,289
48110,289
436670,289
970570,287
743890,287
17440,287
532110,287
585410,286
24800,286
251990,286
377680,285
434030,285
215530,285
331670,284
2210,284
420930,283
411370,283
493200,283
207170,283
400630,283
323320,283
324160,283
268400,282
775940,282
368390,282
420440,281
534550,281
445190,280
22180,280
345350,280
389510,279
70600,279
323470,278
893030,278
691450,277
680360,276
234080,276
244430,276
517790,275
1008710,275
266010,275
824720,275
55140,274
622220,274
32400,273
322190,273
886900,273
286000,271
22600,271
555440,271
34190,270
959520,270
265210,270
411960,269
638650,269
215280,269
475190,269
360830,268
830820,268
17330,267
540840,267
220780,267
312840,266
34830,266
526160,266
546430,266
219780,265
382890,265
421120,265
433950,264
584980,264
297130,264
351510,264
