Game,name,release,categories,genres,tags,playtime
905120,Son.Light.Sleepwalker,2018,Single-player;Full controller support,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0
905130,Doggo Dig Down,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Platformer,0
905150,Trivia Quiz: All about everything!,2018,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Replay Value,0
905180,Inevitable VR,2018,Single-player,Action;Adventure;Free to Play;Simulation,Free to Play;Action;Adventure,0
905200,Anime Dress Up,2018,Single-player,Casual;Indie;Simulation,Simulation;Indie;Casual,0
905220,Grim Earth,2019,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,0
905230,IQ Test,2018,Single-player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards,Adventure;Casual;Free to Play;Indie;Simulation;Sports;Strategy,Free to Play;Indie;Casual,0
905260,Hags Castle,2018,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0
905300,Daytona Racing,2018,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie;Racing,Indie;Casual;Racing,0
905330,oOo: Ascension,2018,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie,0
905350,Bang Bang Fruit 3,2018,Single-player;Steam Achievements,Casual;Indie,Casual;Indie,0
905370,Conqueror's Blade,2019,Online Multi-Player;MMO;Online Co-op;In-App Purchases,Action;Free to Play;Massively Multiplayer;RPG;Strategy,Action;Strategy;RPG,0
905380,RPG纪元 RpgEra,2019,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy;Early Access,Early Access;Casual;Adventure,0
905450,NASCAR Heat 3,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Racing,Racing;Multiplayer,0
905460,Nutrients for Life,2018,Single-player,Simulation,Simulation;VR;VR Only,0
905510,Rugosi,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,0
905590,The Asteroid Belt's Trial,2018,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Casual;Action;Indie,0
905640,Combat Arms: Reloaded,2018,Single-player;Multi-player;Online Multi-Player;In-App Purchases,Action;Free to Play;Massively Multiplayer;Simulation;Strategy,Free to Play;FPS;Action,0
905650,Dominus 2,2018,Multi-player;Online Multi-Player,Free to Play;Strategy,Free to Play;Strategy;Multiplayer,0
905660,纸境英雄 Papercraft,2019,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG;Strategy,Adventure;RPG;Indie,0
905670,巭孬嫑毖,2018,Single-player,Adventure;Casual;Indie;RPG;Simulation,RPG;Indie;Casual,0
905690,魔物讨伐团,2018,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Strategy;Adventure;Action,0
905790,Hungry Shadows,2018,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0
905800,SpaceExile,2018,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0
905860,DrillMania,2018,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Casual;Indie;Adventure,0
905870,Inn: the Countryside,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Sports,Indie;Simulation;Casual,0
905880,Caves of Plague,2018,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;RPG;Strategy,Action;Casual;Indie,0
905890,MONOWARS: Red Zone,2018,Single-player,Action;Indie,Action;Indie,0
905940,女神驾到(Happy together),2018,Single-player;Steam Achievements;In-App Purchases,Casual;RPG;Simulation,Mature;Sexual Content;Casual,0
905960,Skyland Defense,2019,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Leaderboards,Indie;Strategy;Early Access,Early Access;Indie;Strategy,0
906000,Keyhole Spy: Student Girls,2018,Single-player;Steam Achievements,Casual,Sexual Content;Casual;Nudity,0
906010,TAL: Arctic 2,2018,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,0
906020,Strike Cars,2018,Single-player;Steam Achievements,Action;Racing;Simulation,Action;Simulation;Racing,0
906030,NOCE,2018,Single-player;Full controller support,Action;Indie,Indie;Action;Female Protagonist,0
906050,Hentai Case Opening,2018,Single-player,Casual;Indie,Sexual Content;Nudity;Casual,0
906110,Minotaur Arcade Volume 1,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;VR;Arcade,0
906120,POLYBIUS,2018,Single-player;Steam Achievements;Partial Controller Support,Action,Action;VR;Psychedelic,0
906160,Repeat the image: Animals,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0
906170,Metal Brigade Tactics,2018,Single-player;Includes level editor,Indie;RPG;Strategy,Strategy;RPG;Indie,0
906190,Kamikaze Cube 2,2018,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,0
906200,Tunche: Arena,2019,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support,Action;Free to Play;Indie,Free to Play;Action;Indie,0
906280,Combat Rush,2018,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Action;Indie;Casual,0
906300,Under One Wing,2019,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,Adventure;Sexual Content;Anime,0
906310,Rapid Racing,2018,Single-player;Multi-player,Indie,Indie,0
906340,Jubox 2,2018,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,0
906360,LUXO Buddies,2018,Single-player,Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports;Strategy,Casual;Indie;Strategy,0
906370,Starkid's Obstacle Course,2018,Single-player,Action;Indie,Indie;Action;Bullet Hell,0
906390,Return.,2018,Single-player,Action;Casual;Free to Play;Indie,Free to Play;Casual;Indie,0
906450,Tenacious,2019,Single-player,Action;Indie,Action;Indie,0
906480,Defenders of Ekron - Definitive Edition,2018,Single-player;Steam Achievements;Full controller support;Stats,Action;Adventure;Indie,Action;Indie;Adventure,0
906590,Dabwoman: When The Dab Isn’t Sexist,2018,Single-player,Action;Adventure;Indie;RPG;Strategy,Indie;Adventure;Action,0
906600,Gunkid 99,2019,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,0
906650,Gumstein: The Awakening,2019,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Puzzle-Platformer,0
906660,Seacurity Breach,2018,Single-player;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Indie,0
906680,Zombie Flick | 僵尸快打,2018,Single-player;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,Early Access;Sexual Content;Action,0
906730,Typical,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Nudity;Casual,0
906740,Voidship: The Long Journey,2019,Single-player;Steam Achievements;Steam Cloud,Action;Indie;Strategy,Indie;Action;Strategy,0
906770,TITAN SLAYER Ⅱ,2019,Single-player;Steam Achievements;Steam Leaderboards,Action,Action;Gore;VR,0
906850,Again?,2018,Single-player,Indie,Indie,0
906880,goto,2018,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Relaxing,0
906920,Political puzzle,2018,Single-player;Steam Achievements,Action;Casual;Indie,Indie;Casual;Action,0
906950,Bomb Riders,2018,Single-player,Casual,Casual,0
907000,The Navigator,2018,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Casual,0
907020,Bomber 95,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Adventure;Casual;Indie,Casual;Action;Indie,0
907040,Simple Racing,2018,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Stats,Casual;Indie;Massively Multiplayer;Racing,Massively Multiplayer;Indie;Casual,0
907050,Deep Space,2018,Multi-player;Online Multi-Player;Co-op;Online Co-op;Stats,Action;Free to Play;Indie;Early Access,Early Access;Multiplayer;Gore,0
907210,Phantom Thief Celianna,2018,Single-player;Steam Cloud,Indie;RPG,Sexual Content;Nudity;RPG,0
907220,One Piu Day,2018,Single-player;Partial Controller Support,Adventure;Indie,Indie;Adventure,0
907240,像素修真 - Pixel Xiuzhen,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,0
907250,GUNGRAVE VR U.N,2019,Single-player;Steam Achievements;Steam Trading Cards,Action,Action;VR,0
907270,eSports Legend / 电竞传奇,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Strategy,Indie;Strategy;Simulation,88
907320,梦三英雄传/Three Kingdoms: Legends of Heroes,2018,Single-player;Steam Achievements,Indie;RPG;Strategy,Strategy;Indie;RPG,0
907330,Amulet Zero 零物语 - Optimize,2018,Single-player;Steam Achievements;Steam Cloud,Indie;RPG,RPG;Indie;RPGMaker,0
907350,Welcome To... Chichester 2 : The Spy Of Chichester And The Eager Tourist Guide,2018,Single-player;Steam Achievements,Adventure;Casual;Indie,Sexual Content;Adventure;Indie,0
907380,The Ballad Singer,2019,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie;RPG,Indie;Nudity;Adventure,0
907390,Numberline 3,2018,Single-player,Casual;Indie,Indie;Casual,0
907440,Keyhole Spy: Teachers,2018,Single-player;Steam Achievements,Casual;Indie,Sexual Content;Casual;Indie,0
907460,Girlfriend Cards,2018,Single-player,Casual;Indie;Simulation,Sexual Content;Nudity;Casual,0
907470,Iris.Fall,2018,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Puzzle;Indie,0
907560,Terrawurm,2019,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Indie;Action;Casual,0
907590,Data mining,2018,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,0
907620,Lawnmower Game 3: Horror,2018,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0
907720,Do or Die,2019,Online Multi-Player;Steam Leaderboards,Action;Adventure;Indie;Simulation,Action;Indie;Simulation,0
907770,STONE,2018,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,Indie;Adventure;Casual,0
907820,Aeon of Sands - The Trail,2018,Single-player;Steam Achievements;Steam Cloud,Indie;RPG,RPG;Indie;Dungeon Crawler,0
907900,Mystic Ruins,2018,Single-player,Action;Adventure;Indie,Adventure;Action;Indie,0
907950,Falldown 79: Bottle of truth,2018,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,0
907970,Shennong: Taste of Illusion,2018,Single-player,Action;Casual;Indie,Action;Indie;Casual,0
908000,Stories In Stone,2018,Single-player;Partial Controller Support,Adventure;RPG,RPG;Adventure,0
908010,Farjob,2018,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Platformer,0
908020,Tactic Code,2018,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie,0
908070,Mystic Vale,2019,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Card Game,0
908090,Skateboarding pro,2018,Single-player;Partial Controller Support,Action;Indie,Skateboarding;Action;Indie,0
908120,W. T. B.,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,0
908150,Boom Brothers,2018,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0
908180,Space Maze,2018,Single-player;Partial Controller Support;Steam Cloud,Action;Casual;Indie;Racing;Simulation,Action;Indie;Casual,0
908230,Basketball Hoop,2018,Single-player;Steam Achievements,Indie,Indie;Sports;Basketball,0
908260,Velocity G,2019,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Casual;Indie;Racing,Racing;Indie;Casual,0
908310,The Call,2018,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Adventure,0
908320,Captain:Training,2018,Single-player;Commentary available,Adventure;Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Simulation,0
908350,美少女麻将接龙,2018,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Casual,Sexual Content;Casual;Anime,0
908400,Age Of Forays,2018,Single-player,Violent;Gore;Action;Adventure;Indie;RPG,Action;RPG;Indie,0
908420,We Happy Few - Soundtrack and Digital Goods Bundle,2018,Single-player,Violent;Action;Adventure;Indie,Action;Adventure;Indie,0
908440,All For One,2019,Multi-player;Online Multi-Player;Partial Controller Support,Action;Adventure;Massively Multiplayer;RPG;Early Access,Early Access;Action;RPG,0
908500,crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth,2018,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy,0
908710,NightKnight,2018,Single-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0
908750,Death Race VR,2018,Single-player,Action,Action;Gore;Violent,0
908830,Shadow Fear™ Path to Insanity,2018,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Gore;Violent,0
908840,Suprapong,2018,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Casual;Indie,Action;Indie;Casual,0
908920,Nightmare Simulator,2018,Single-player;Partial Controller Support,Action;Adventure;Indie;RPG,Action;Adventure;Indie,0
908940,夢物語ORIGIN,2019,Single-player;Full controller support,RPG,RPG,0
908950,Glow Chess,2018,Single-player;Local Multi-Player;Shared/Split Screen,Casual;Indie;Massively Multiplayer;Sports;Strategy,Casual;Strategy;Indie,0
908960,A Second Chance,2019,Single-player,Adventure;Indie;RPG;Simulation;Early Access,Early Access;Adventure;Indie,0
908990,Steel Vampire / 鋼鉄のヴァンパイア,2018,Single-player;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,0
909000,Hentai University,2018,Single-player;Steam Achievements,Casual;Indie;RPG,Nudity;Mature;Casual,0
909010,LoveBug,2018,Single-player;Partial Controller Support,Casual;Indie;Simulation,Indie;Casual;Simulation,0
909020,梦本无忧,2018,Single-player;Commentary available,Adventure;Casual;RPG;Strategy,Casual;Strategy;Adventure,0
909080,Cube Escape: Paradox,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Puzzle;Indie,82
909110,Acid Nimbus,2018,Single-player;Steam Achievements,Action;Free to Play;Indie,Free to Play;Violent;Indie,0
909130,Rat Arena,2018,Single-player,Action;Casual;Indie;Simulation,Action;Indie;Casual,0
909170,"A.D.M(Angels,Demons And Men)",2018,Single-player,Violent;Action;Indie;RPG,Action;RPG;Indie,0
909190,Escape Lala,2019,Single-player,Adventure;Free to Play;Indie,Adventure;Free to Play;Indie,0
909200,Wandering Owl,2018,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,0
909220,Punch Pad Workout,2018,Single-player;Steam Leaderboards,Casual;Sports,Casual;Sports;VR,0
909240,Fitzzle Fearless Sharks,2018,Single-player;Steam Achievements,Casual,Casual,0
909270,Flying Soul,2019,Single-player;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;Racing;Strategy,Action;Casual;Indie,0
909370,RoomESC- Secret of the Hidden Room: the Collaborator,2018,Single-player;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0
909430,Travel Riddles: Mahjong,2018,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Puzzle;Indie,0
909480,PUZZLE: LANDSCAPES,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Adventure,0
909490,Hipster Attack,2018,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,0
909570,Spuds Unearthed,2019,Single-player;Cross-Platform Multiplayer,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy,0
909580,Cortex,2018,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,0
909630,Desktop Dynasties: Pro Football,2019,Single-player,Casual;Indie;Simulation;Sports;Strategy,Strategy;Indie;Casual,0
909780,Scraper: First Strike,2018,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;RPG;Simulation;Strategy,Action;Strategy;Adventure,0
909830,Color by Number - Pixel Draw,2018,Single-player,Adventure;Casual;Indie;Strategy,Casual;Indie;Strategy,0
909900,悪梦er-mo,2018,Online Multi-Player,Adventure;Casual;Indie;Simulation;Strategy,Strategy;Adventure;Indie,0
910150,Roving in the Dark,2018,Single-player;Partial Controller Support,Adventure,Adventure;Pixel Graphics;Platformer,0
