Game
730
4000
252490
359550
252950
105600
578080
346110
271590
107410
381210
236850
221100
39210
394360
582660
218620
72850
377160
294100
413150
251570
292030
427520
322170
594570
48700
582010
289070
281990
244850
250900
550
220200
49520
203770
8930
359320
22380
10
374320
227300
433850
306130
570
431960
275850
440900
231430
240
435150
393380
594650
264710
211820
284160
214950
646570
270880
489830
632360
304390
322330
232090
221380
457140
219990
268500
376210
383120
548430
440
242760
787860
233860
8500
834910
311210
552500
387990
365590
262060
960090
812140
222880
389730
620
367520
47890
314160
1250
581320
24010
305620
4700
33930
287700
212680
513710
32470
637090
391540
219640
364360
233450
244210
311690
573090
286160
493340
620980
379430
334230
508440
200510
268650
311310
361420
325610
244450
242920
518790
10090
552520
251060
365360
335300
678950
379720
640820
636480
814380
236430
644930
10500
35450
504370
460930
108600
372000
113200
299740
433340
447020
310950
505460
42960
225540
22330
872790
552100
418460
326460
524220
648800
645630
226860
555160
105450
204300
269950
4760
221680
4920
516750
290080
424370
65800
588650
383980
24960
582160
346010
438740
454650
239140
367500
648350
319630
356190
613100
392160
6060
204880
205100
47810
384300
220240
638970
362890
500
200710
8800
242050
266840
300
466560
323190
215280
17390
344760
445220
570940
285920
242860
261640
8870
666140
34030
392110
226840
363890
12120
242680
3590
304930
824270
268910
20900
253230
234140
22320
646910
208580
55230
65980
841370
736220
282070
208650
863550
589290
298110
366220
230410
203160
394690
204360
3910
291650
883710
206420
447820
446800
70
624090
504230
45760
20920
289130
529180
8190
611500
228380
39140
22370
848450
9450
312660
464920
339800
447040
962730
282800
32370
236690
704450
629730
637650
312530
502520
248820
700030
450540
313160
321360
24980
228200
293760
415200
391220
373420
805550
235540
674940
228280
287450
673950
333600
400
393420
337000
223470
535930
362930
320
220700
239820
301120
327070
397340
248390
577800
480490
102500
298050
560130
263280
310560
274170
635260
719890
475150
214490
48240
276810
858810
324510
418030
25890
17460
431240
601150
382310
681660
247080
209080
80
274940
621060
41700
599140
213670
485510
403640
9420
246620
243470
313340
274190
6020
315660
385800
489940
583950
603850
750920
200260
245170
477160
675010
253250
39120
238960
386070
323470
265930
238010
220
207140
794260
815370
444090
784150
7940
378860
240720
527430
413420
252530
690790
420110
241560
595280
307960
250340
269210
359870
201810
722060
492720
40100
268400
307690
385760
333640
304030
289650
712100
413410
307780
322780
742120
219150
238460
290340
831980
544750
368340
365960
349040
360430
2870
451340
387290
230290
248170
704270
24720
236110
469600
602520
250520
386360
496240
219830
403190
24240
342940
280220
569480
306020
394510
282440
473690
57690
224500
424030
567640
239030
682130
282900
4500
751780
204100
328080
333950
326160
17450
297000
585420
236390
24780
288140
208140
241600
512900
633230
324080
298630
429660
302670
544550
502500
362620
209000
42700
420290
50130
939960
503940
18500
564230
33230
244160
292120
110800
590380
375230
520440
250760
337320
584400
2600
292730
304650
528230
296490
245620
221040
285900
235460
314980
517630
203140
3900
362490
252690
410320
247730
371660
362960
286690
488790
585410
487120
287390
332570
21690
294860
527230
673610
626690
270150
440650
573100
464350
244770
840800
418370
224600
39150
213610
20
677120
235600
800270
619290
32440
249050
98800
201790
843380
329130
761890
335620
374040
251150
107100
366090
34900
234630
547900
411300
4580
361800
232910
774861
222750
665300
35140
394230
335670
612880
42910
247000
285190
246900
38410
554620
6910
572410
73170
378720
238090
71340
429050
368500
48720
402710
663090
383870
2820
238320
290300
409710
538680
629910
332310
460920
22300
489630
690830
282140
418240
592260
55150
220260
291550
17480
240760
463530
12110
496460
249130
10180
447530
17410
221910
773951
64000
593600
530070
641990
221640
605740
7200
108200
586140
414340
24810
57300
30
333420
386940
227940
377840
324800
237870
213850
481510
386180
304410
914620
905370
367670
541210
589360
611670
25800
453090
234650
351970
674020
410900
786520
40970
237930
283640
470220
363970
78000
268130
19900
729040
250320
210970
493900
329430
333930
823130
280790
470310
230190
298610
428690
320300
316010
552620
223830
243970
70400
410340
718670
363680
48190
427290
597220
108710
313740
278080
301520
239160
858210
588210
568220
420530
342560
595520
320240
252610
274920
210770
236090
359050
41070
728880
460950
280680
104900
235800
736260
321960
658160
695290
532210
699170
868360
598330
228260
285310
300550
323220
519860
24670
237990
544610
571740
402570
834530
47870
531510
238430
291860
673880
312450
420
760060
330830
299360
6860
480650
817130
622650
681280
627270
287290
248860
47780
418340
656240
816020
801630
227860
50300
233610
445980
251870
274520
312520
702890
239840
787480
221020
396750
412830
232890
233130
10680
251290
432350
737800
22100
24790
328070
351030
311560
264200
4560
375910
332500
285110
301320
38400
17470
325420
288470
333300
50
465650
282400
268050
91700
551170
346940
322500
232050
536930
363150
107200
507490
469920
770240
7600
402430
319510
348200
296300
461430
345260
459220
880940
15620
368070
743450
337150
546050
238750
2630
287980
215470
400910
583010
269730
405900
701160
803600
252450
3720
537800
426000
489520
547860
20510
3920
460790
476600
304240
41500
363360
606230
369990
1046030
70000
406290
595690
973760
375480
543900
20540
382110
301640
285330
223100
840010
644560
271240
44350
24740
375530
433530
304730
4780
268750
676500
421020
352720
748490
57740
209670
331600
233270
204030
269770
552990
521890
304050
899970
326480
41300
665360
230270
653530
252870
388410
496300
45100
215830
422970
378540
211500
218680
758370
515220
216890
351710
16810
296970
6000
22600
302510
611660
424840
731490
420440
370540
611790
15100
397060
364420
372360
7620
7760
246420
217200
451020
460120
234670
245470
265550
304430
438490
601430
357190
55140
15320
553310
348550
220440
578620
442080
353270
758190
219890
560380
206440
955900
251730
230070
321410
3990
525480
879160
704850
307880
365450
813630
493490
477740
790820
201870
218230
35720
322110
326410
202970
535230
519190
367450
311290
25000
878750
22130
281610
329050
587620
725480
860890
252470
49600
221540
327090
356040
223410
311340
419480
552920
15210
320430
42990
225080
602320
816090
431180
899440
42890
434570
225600
468070
718560
683320
495890
486310
604240
40400
207170
829590
497180
383150
707010
606280
504050
12100
409720
266310
242640
596970
263760
445190
298030
39510
601050
606800
345350
266210
265300
815780
559100
15120
280
2280
660160
376870
341000
3480
606150
321800
39680
113400
597170
48110
616560
13520
237890
248610
405710
351700
574980
214730
641780
236150
427730
225260
410980
216260
654880
263060
870200
728540
633460
449960
462770
244030
253430
324160
238210
422900
47410
235900
397950
758990
378360
341800
292140
222940
391040
350080
345010
58610
385730
446020
12140
423580
24800
7520
202200
503560
444970
318020
203630
208200
218410
667970
205990
40300
266010
233720
754150
300380
239120
738540
274500
634160
414700
838350
220660
311730
332800
7830
591370
293220
380
265610
555440
250400
599080
847370
544920
287920
247020
265590
502370
641080
657200
373930
559650
269470
92800
452060
7610
306660
423230
397350
513510
327030
315460
39500
607890
557400
254200
262490
431600
251990
541570
341940
33900
361280
245450
108800
403950
228300
15370
746930
2300
414870
17710
738520
637100
39540
46770
464880
427190
274900
302610
21090
449800
474960
289950
371970
377680
200900
688130
206190
245490
222480
732430
327860
647960
558990
113020
60
421700
588030
226620
32510
398810
35700
291480
215530
115320
236370
327400
386620
102600
356500
671440
97330
48000
290790
322520
2100
288120
456670
34010
448850
466300
753420
764790
4570
607050
382900
443810
841770
252030
664430
600480
579180
644390
360170
312980
248310
295550
342180
462780
555570
515180
233980
17430
237850
310080
352400
10150
